Customer ID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Average_Order_Value
12932.0,539,8,1698.56,1609,69,212.32
12933.0,24,8,1636.6299999999999,949,227,204.57874999999999
12934.0,737,1,181.65,31,2,181.65
12935.0,2,15,4243.86,3201,113,282.924
12936.0,17,4,1063.9,559,56,265.975
12937.0,15,9,3097.61,1983,128,344.1788888888889
12938.0,26,1,114.14,140,9,114.14
12939.0,64,20,25264.8,10328,24,1263.24
12940.0,55,2,899.69,404,87,449.845
12941.0,724,1,377.49,381,27,377.49
12942.0,131,3,675.6,198,68,225.20000000000002
12943.0,558,2,496.5,222,22,248.25
12944.0,36,2,604.51,289,29,302.255
12945.0,288,2,900.11,446,47,450.055
12946.0,437,1,324.45,149,20,324.45
12947.0,144,6,1603.99,1165,83,267.33166666666665
12948.0,16,9,2317.43,1304,89,257.4922222222222
12949.0,31,22,15526.7,8233,347,705.7590909090909
12950.0,2,3,1843.0,1380,13,614.3333333333334
12951.0,9,15,3213.7200000000003,1662,110,214.24800000000002
12952.0,6,4,1387.79,653,64,346.9475
12953.0,10,2,828.8100000000001,364,45,414.40500000000003
12954.0,639,1,162.45,83,10,162.45
12955.0,1,11,4757.16,3664,81,432.4690909090909
12956.0,306,4,521.89,340,42,130.4725
12957.0,10,13,8706.97,4686,402,669.766923076923
12958.0,400,2,467.34,118,45,233.67
12959.0,484,1,150.95,109,8,150.95
12960.0,414,4,1322.07,1379,49,330.5175
12961.0,379,1,211.99,180,37,211.99
12962.0,7,2,266.39,129,15,133.195
12963.0,8,12,3235.79,1637,129,269.64916666666664
12964.0,437,1,132.24,56,26,132.24
12965.0,89,1,769.8100000000001,282,108,769.8100000000001
12966.0,10,1,160.18,75,10,160.18
12967.0,358,3,2938.52,912,47,979.5066666666667
12968.0,112,1,135.95,73,5,135.95
12969.0,603,1,122.45,55,5,122.45
12970.0,7,10,1453.6,954,280,145.35999999999999
12971.0,4,116,15704.6,14306,102,135.3844827586207
12972.0,414,4,1161.2,844,69,290.3
12973.0,414,1,385.55,31,6,385.55
12974.0,198,2,408.95,104,27,204.475
12975.0,437,6,2100.09,911,92,350.01500000000004
12976.0,212,8,3156.38,2684,106,394.5475
12977.0,156,4,513.88,128,54,128.47
12978.0,385,5,2502.82,1394,126,500.564
12980.0,158,21,16245.78,1910,7,773.6085714285715
12981.0,30,2,372.21999999999997,242,12,186.10999999999999
12982.0,243,8,2744.81,1729,139,343.10125
12983.0,598,1,490.08000000000004,638,30,490.08000000000004
12984.0,19,1,97.5,26,4,97.5
12985.0,1,2,1239.38,1533,73,619.69
12986.0,429,10,2729.84,1164,61,272.98400000000004
12987.0,74,5,1312.21,585,61,262.442
12988.0,292,1,505.82,126,75,505.82
12989.0,3,33,13551.75,6935,50,410.65909090909093
12990.0,31,7,955.5,480,9,136.5
12991.0,23,3,764.82,483,45,254.94000000000003
12992.0,725,1,93.35000000000001,21,6,93.35000000000001
12993.0,23,8,1259.6299999999999,751,57,157.45374999999999
12994.0,4,3,974.4200000000001,459,52,324.8066666666667
12995.0,85,1,211.32,108,3,211.32
12996.0,376,1,355.5,122,22,355.5
12997.0,22,8,2110.91,1186,65,263.86375
12998.0,493,3,920.08,1124,58,306.6933333333333
12999.0,196,3,455.88,342,25,151.96
13000.0,107,4,1032.5,548,57,258.125
13001.0,4,33,24042.65,13448,300,728.5651515151516
13002.0,318,3,414.13,201,19,138.04333333333332
13003.0,106,3,149.05,103,4,49.68333333333334
13004.0,12,36,11650.85,8768,417,323.63472222222225
13005.0,174,4,999.68,462,41,249.92
13006.0,56,1,81.57,55,4,81.57
13007.0,580,1,175.25,59,11,175.25
13008.0,323,3,612.13,379,31,204.04333333333332
13009.0,673,1,234.0,120,4,234.0
13010.0,374,2,330.12,323,10,165.06
13011.0,372,1,50.550000000000004,13,3,50.550000000000004
13012.0,9,11,2957.83,1559,95,268.89363636363635
13013.0,1,29,11097.43,5661,289,382.67
13014.0,11,11,5381.08,1979,140,489.1890909090909
13015.0,53,11,6579.78,3527,260,598.1618181818181
13016.0,73,3,789.89,527,39,263.2966666666667
13017.0,7,1,204.0,48,1,204.0
13018.0,16,35,9763.16,6746,401,278.9474285714286
13019.0,379,6,1229.95,397,46,204.99166666666667
13020.0,563,2,618.96,278,38,309.48
13021.0,4,17,4887.24,2546,166,287.48470588235296
13023.0,64,3,1449.03,585,69,483.01
13024.0,471,2,555.87,181,26,277.935
13025.0,732,1,323.39,241,13,323.39
13026.0,1,9,1733.08,2466,52,192.56444444444443
13027.0,114,19,17239.2,42840,7,907.3263157894737
13028.0,23,2,661.3199999999999,798,40,330.65999999999997
13029.0,31,5,1927.3,194,13,385.46
13030.0,11,2,752.4399999999999,348,76,376.21999999999997
13031.0,407,5,3292.84,2309,275,658.568
13032.0,52,9,2815.96,1274,147,312.88444444444445
13033.0,357,2,220.55,98,12,110.275
13034.0,55,3,756.82,406,42,252.27333333333334
13035.0,74,3,1364.2,926,27,454.73333333333335
13036.0,685,1,307.1,38,6,307.1
13037.0,138,12,3914.9500000000003,2130,181,326.24583333333334
13038.0,80,3,908.46,360,24,302.82
13039.0,584,4,1010.73,290,37,252.6825
13040.0,9,2,676.99,355,38,338.495
13041.0,451,4,799.13,335,23,199.7825
13042.0,598,3,1488.59,812,164,496.19666666666666
13043.0,273,1,516.42,254,13,516.42
13044.0,291,11,4848.05,2548,356,440.7318181818182
13045.0,99,3,808.92,405,41,269.64
13046.0,31,3,949.25,505,50,316.4166666666667
13047.0,32,24,8428.53,3328,190,351.18875
13048.0,14,9,4049.13,2661,125,449.90333333333336
13049.0,64,4,1408.24,620,19,352.06
13050.0,15,35,11986.52,7015,513,342.47200000000004
13051.0,579,2,155.8,72,4,77.9
13052.0,212,7,3119.33,1424,161,445.61857142857144
13053.0,622,1,127.65,47,17,127.65
13055.0,78,4,2321.11,1821,145,580.2775
13056.0,551,1,209.48,158,18,209.48
13057.0,530,3,709.59,456,34,236.53
13058.0,25,3,271.40000000000003,52,5,90.46666666666668
13059.0,250,10,2291.77,860,155,229.177
13060.0,254,1,307.53,123,15,307.53
13061.0,72,1,248.61,107,10,248.61
13062.0,191,1,346.98,343,11,346.98
13063.0,481,1,188.4,116,12,188.4
13064.0,13,6,1666.8400000000001,668,58,277.8066666666667
13065.0,373,5,1055.05,381,49,211.01
13066.0,24,2,470.8,322,48,235.4
13067.0,82,3,508.51,131,24,169.50333333333333
13068.0,10,2,344.0,200,1,172.0
13069.0,1,38,9284.45,15171,573,244.32763157894738
13070.0,192,4,751.7,372,12,187.925
13071.0,612,1,129.22,30,12,129.22
13072.0,267,1,177.15,69,7,177.15
13073.0,411,2,418.08,261,25,209.04
13074.0,511,4,1378.74,826,26,344.685
13075.0,130,1,919.61,485,22,919.61
13076.0,458,1,135.4,44,9,135.4
13077.0,1,11,2740.65,2468,208,249.15
13078.0,3,57,29018.06,12032,153,509.0887719298246
13079.0,4,6,419.18,158,11,69.86333333333333
13080.0,179,4,280.73,193,17,70.1825
13081.0,12,28,56838.37,40077,738,2029.9417857142857
13082.0,126,21,7335.75,8466,99,349.32142857142856
13083.0,4,3,395.43,307,19,131.81
13084.0,492,1,122.39999999999999,144,2,122.39999999999999
13085.0,158,8,2433.28,944,50,304.16
13086.0,383,1,439.33000000000004,155,47,439.33000000000004
13087.0,726,1,313.64,86,15,313.64
13088.0,417,1,236.11,76,19,236.11
13089.0,3,203,113416.91,58932,857,558.7039901477833
13090.0,9,24,13091.74,3247,163,545.4891666666666
13091.0,28,3,2321.82,1339,41,773.94
13092.0,71,12,2140.28,664,52,178.35666666666668
13093.0,276,55,54144.25,25971,199,984.4409090909091
13094.0,21,13,2209.44,1896,5,169.9569230769231
13095.0,71,1,74.39999999999999,144,6,74.39999999999999
13096.0,394,1,419.70000000000005,6,1,419.70000000000005
13097.0,33,28,13324.1,5345,390,475.8607142857143
13098.0,1,28,28882.44,15968,156,1031.5157142857142
13099.0,99,1,207.35999999999999,288,1,207.35999999999999
13101.0,234,4,695.4,478,48,173.85
13102.0,1,37,11380.1,6366,212,307.57027027027027
13103.0,40,3,709.64,426,27,236.54666666666665
13104.0,3,9,1709.1,834,15,189.89999999999998
13105.0,436,1,72.0,100,1,72.0
13106.0,133,2,603.46,231,15,301.73
13107.0,44,9,5253.07,4316,142,583.6744444444444
13108.0,373,2,748.46,745,27,374.23
13109.0,60,3,1134.03,757,57,378.01
13110.0,31,12,2957.4700000000003,763,167,246.45583333333335
13111.0,719,1,321.88000000000005,180,12,321.88000000000005
13112.0,541,1,20.6,11,2,20.6
13113.0,1,37,18230.07,4435,166,492.7045945945946
13114.0,731,1,234.38,74,16,234.38
13115.0,12,10,5494.7,3934,178,549.47
13116.0,138,1,501.14,291,30,501.14
13117.0,22,18,2255.66,1852,122,125.31444444444443
13118.0,20,9,2415.41,834,111,268.37888888888887
13119.0,669,1,134.9,110,11,134.9
13120.0,239,1,30.599999999999998,12,1,30.599999999999998
13121.0,269,1,283.73,252,50,283.73
13122.0,94,2,922.39,585,54,461.195
13123.0,473,2,506.75,268,36,253.375
13124.0,90,4,4641.66,2738,216,1160.415
13125.0,524,1,148.62,53,20,148.62
13126.0,5,13,3774.81,3289,183,290.37
13127.0,78,1,259.17,127,15,259.17
13128.0,631,1,263.5,31,1,263.5
13129.0,452,2,233.25,296,10,116.625
13130.0,94,1,64.0,32,2,64.0
13131.0,23,7,3313.77,1523,107,473.3957142857143
13132.0,262,1,77.3,20,3,77.3
13133.0,274,3,200.45000000000002,55,12,66.81666666666668
13134.0,86,6,2475.23,1364,110,412.53833333333336
13135.0,197,2,3371.45,4423,18,1685.725
13136.0,56,13,6274.56,3109,204,482.65846153846155
13137.0,11,16,7586.94,4238,628,474.18375
13138.0,22,7,1274.01,593,41,182.00142857142856
13139.0,16,8,8202.98,4614,214,1025.3725
13140.0,108,5,1054.92,572,89,210.984
13141.0,85,17,7656.08,5159,285,450.35764705882355
13142.0,19,1,307.09,258,23,307.09
13143.0,585,1,405.1,198,23,405.1
13144.0,333,2,135.35,29,6,67.675
13145.0,40,7,1128.52,265,5,161.21714285714285
13146.0,26,1,228.91,154,16,228.91
13147.0,10,4,712.8000000000001,144,1,178.20000000000002
13148.0,29,26,8497.82,4487,451,326.83923076923077
13149.0,14,4,1676.06,1280,76,419.015
13150.0,484,3,449.96999999999997,171,7,149.98999999999998
13151.0,296,3,2465.21,813,131,821.7366666666667
13152.0,417,7,2146.38,977,114,306.6257142857143
13153.0,6,1,486.22,418,15,486.22
13154.0,399,3,1624.84,976,78,541.6133333333333
13155.0,33,6,1370.48,741,79,228.41333333333333
13156.0,385,3,1586.54,914,94,528.8466666666667
13157.0,49,9,5687.36,4762,173,631.9288888888889
13158.0,95,5,1508.18,992,70,301.636
13159.0,9,4,1429.35,1058,114,357.3375
13160.0,22,1,91.8,56,4,91.8
13161.0,313,2,472.13,105,30,236.065
13162.0,122,16,9275.49,5755,186,579.718125
13163.0,610,1,17.65,3,2,17.65
13164.0,569,2,372.2,120,7,186.1
13165.0,46,3,1451.16,1736,47,483.72
13166.0,283,2,875.93,522,55,437.965
13167.0,19,5,1125.15,1007,64,225.03000000000003
13168.0,36,5,1840.73,898,127,368.146
13169.0,64,3,840.08,296,16,280.0266666666667
13170.0,27,1,108.81,141,29,108.81
13171.0,22,3,468.41,229,37,156.13666666666668
13172.0,400,1,69.6,48,1,69.6
13173.0,4,11,2399.82,1481,160,218.16545454545457
13174.0,16,12,7995.36,3794,602,666.28
13175.0,582,2,831.45,423,40,415.725
13176.0,46,1,481.49,448,66,481.49
13177.0,65,2,512.2,180,23,256.1
13178.0,26,21,14059.19,8778,194,669.4852380952382
13179.0,619,1,572.3100000000001,368,34,572.3100000000001
13180.0,607,1,86.10000000000001,42,4,86.10000000000001
13181.0,381,1,359.69,171,19,359.69
13182.0,45,1,121.18,201,11,121.18
13183.0,8,15,7036.18,4027,64,469.07866666666666
13184.0,15,10,1668.95,1662,138,166.895
13185.0,268,1,71.4,12,1,71.4
13186.0,40,3,1575.89,820,69,525.2966666666667
13187.0,337,4,341.36,296,51,85.34
13188.0,11,1,114.60000000000001,25,2,114.60000000000001
13189.0,19,2,260.68,842,29,130.34
13190.0,544,3,570.66,308,16,190.22
13191.0,658,1,164.69,115,58,164.69
13192.0,95,6,2558.58,1629,135,426.43
13193.0,61,1,112.08,46,22,112.08
13194.0,136,2,472.78,326,10,236.39
13195.0,414,1,136.73,70,43,136.73
13196.0,11,7,3068.84,2006,141,438.4057142857143
13197.0,610,1,373.01000000000005,204,19,373.01000000000005
13198.0,10,8,4974.2300000000005,3449,265,621.7787500000001
13199.0,4,67,15964.210000000001,11567,61,238.27179104477614
13200.0,19,4,870.09,516,42,217.5225
13201.0,502,4,1233.06,1036,65,308.265
13202.0,394,7,1580.3,572,55,225.75714285714284
13203.0,10,10,2648.25,2413,158,264.825
13204.0,731,1,966.6600000000001,428,57,966.6600000000001
13205.0,443,1,2803.2,256,1,2803.2
13206.0,400,13,8308.19,7086,393,639.0915384615384
13207.0,15,4,535.86,178,10,133.965
13208.0,59,9,1976.3,1343,198,219.58888888888887
13209.0,30,13,8509.51,5781,284,654.5776923076924
13210.0,94,1,353.48,316,22,353.48
13211.0,10,10,2618.77,1845,98,261.877
13212.0,20,3,786.83,309,128,262.2766666666667
13213.0,57,11,3851.52,2962,181,350.1381818181818
13214.0,418,7,3264.23,2966,207,466.31857142857143
13215.0,402,1,81.6,96,1,81.6
13216.0,268,1,333.74,297,5,333.74
13217.0,122,4,666.48,512,3,166.62
13218.0,127,1,62.63999999999999,88,5,62.63999999999999
13219.0,618,1,76.23,11,11,76.23
13220.0,78,5,1336.0900000000001,396,46,267.218
13221.0,240,2,847.41,244,62,423.705
13222.0,577,1,88.5,30,1,88.5
13223.0,200,6,969.1200000000001,568,8,161.52
13224.0,60,2,2155.95,1518,101,1077.975
13225.0,3,16,16260.07,7401,60,1016.254375
13226.0,273,2,312.46,179,28,156.23
13227.0,202,1,257.7,99,9,257.7
13228.0,81,1,358.0,200,2,358.0
13229.0,226,1,160.95,63,10,160.95
13230.0,4,30,6120.01,3520,653,204.00033333333334
13232.0,13,7,1328.35,773,147,189.7642857142857
13233.0,74,4,1176.46,1604,74,294.115
13234.0,673,2,346.5,159,56,173.25
13235.0,212,1,1031.07,441,53,1031.07
13236.0,24,2,744.85,416,34,372.425
13237.0,388,1,643.0,128,24,643.0
13238.0,17,6,1006.63,442,24,167.77166666666668
13239.0,262,5,1594.69,1151,86,318.938
13240.0,96,8,1475.79,709,160,184.47375
13241.0,412,1,112.53,46,40,112.53
13242.0,112,7,699.4,350,19,99.91428571428571
13243.0,203,5,1220.38,554,165,244.07600000000002
13244.0,93,1,121.74000000000001,38,27,121.74000000000001
13245.0,51,2,989.22,371,43,494.61
13246.0,18,11,3351.75,2796,229,304.70454545454544
13247.0,18,4,501.12,328,18,125.28
13248.0,125,2,465.68,305,25,232.84
13249.0,92,9,1608.93,1246,21,178.77
13250.0,461,2,253.09,107,17,126.545
13251.0,402,1,252.68,215,25,252.68
13252.0,394,2,399.3,134,19,199.65
13253.0,157,4,2951.11,3015,73,737.7775
13254.0,376,1,51.410000000000004,43,4,51.410000000000004
13255.0,9,3,678.76,407,26,226.25333333333333
13257.0,436,1,149.75,33,7,149.75
13258.0,12,5,1009.43,446,29,201.886
13259.0,62,9,1402.54,503,234,155.83777777777777
13260.0,61,1,557.62,142,8,557.62
13261.0,269,2,944.1,210,8,472.05
13262.0,263,3,573.45,247,48,191.15
13263.0,1,39,8676.2,5372,507,222.4666666666667
13264.0,443,1,722.5600000000001,375,38,722.5600000000001
13265.0,53,5,2092.66,1740,66,418.532
13266.0,11,19,6135.04,6837,154,322.89684210526315
13267.0,3,36,9429.81,3959,152,261.93916666666667
13268.0,18,11,3174.75,3624,257,288.6136363636364
13269.0,1,28,8537.32,6366,238,304.9042857142857
13270.0,366,1,590.0,200,1,590.0
13271.0,37,1,211.49,240,79,211.49
13272.0,31,2,276.56,96,15,138.28
13273.0,113,1,138.98,153,16,138.98
13274.0,409,1,360.85,199,19,360.85
13275.0,384,2,238.86,138,48,119.43
13276.0,64,5,1891.91,840,209,378.382
13277.0,16,7,523.3,382,10,74.75714285714285
13278.0,41,4,1435.85,1358,80,358.9625
13279.0,78,1,137.75,73,9,137.75
13280.0,122,7,2293.33,1489,159,327.61857142857144
13281.0,439,1,350.85,201,22,350.85
13282.0,18,4,1313.19,410,42,328.2975
13283.0,60,4,373.36,204,19,93.34
13284.0,331,1,201.19,91,13,201.19
13285.0,23,6,3364.59,2457,182,560.765
13286.0,600,1,734.91,274,46,734.91
13287.0,603,3,781.59,429,46,260.53000000000003
13288.0,443,5,927.61,379,7,185.522
13289.0,724,1,307.95,119,16,307.95
13290.0,438,1,208.63,1,1,208.63
13291.0,156,11,3270.79,1600,155,297.3445454545454
13292.0,39,5,994.51,530,55,198.902
13293.0,392,6,1192.94,555,51,198.82333333333335
13294.0,190,3,1689.53,996,93,563.1766666666666
13295.0,360,4,1101.97,733,56,275.4925
13296.0,137,6,792.51,653,50,132.085
13297.0,8,7,4368.62,2694,108,624.0885714285714
13298.0,1,1,360.0,96,2,360.0
13299.0,268,3,1218.7,416,56,406.23333333333335
13300.0,169,3,1285.51,455,44,428.50333333333333
13301.0,104,4,618.09,345,75,154.5225
13302.0,155,2,159.2,12,3,79.6
13303.0,400,1,61.72,26,4,61.72
13304.0,351,4,1217.99,716,59,304.4975
13305.0,4,16,3616.41,2228,153,226.025625
13306.0,430,1,53.65,74,4,53.65
13307.0,120,3,273.34,140,15,91.11333333333333
13308.0,23,4,1670.3700000000001,1073,65,417.59250000000003
13309.0,7,6,1706.3700000000001,1914,95,284.39500000000004
13310.0,28,5,1541.2,816,80,308.24
13311.0,4,2,598.57,305,25,299.285
13312.0,451,1,124.75,41,5,124.75
13313.0,22,12,3445.32,2308,105,287.11
13314.0,2,3,775.94,560,55,258.6466666666667
13315.0,689,1,310.26,232,22,310.26
13316.0,37,10,12940.82,19931,115,1294.0819999999999
13317.0,66,19,6486.091,3149,222,341.3732105263158
13318.0,1,3,640.76,304,14,213.58666666666667
13319.0,5,58,21323.22,8974,345,367.6417241379311
13320.0,78,6,2211.6,1509,98,368.59999999999997
13321.0,72,2,567.36,372,10,283.68
13322.0,17,1,199.48000000000002,117,25,199.48000000000002
13323.0,3,5,787.85,175,6,157.57
13324.0,36,18,10513.47,8448,36,584.0816666666666
13325.0,82,1,675.3,240,12,675.3
13326.0,432,1,281.76,140,13,281.76
13327.0,39,20,9134.48,4203,175,456.724
13328.0,316,1,1308.48,680,17,1308.48
13329.0,32,8,4808.77,3311,68,601.09625
13330.0,93,6,2796.1,1951,80,466.01666666666665
13331.0,402,1,262.4,54,12,262.4
13332.0,14,1,350.9,179,21,350.9
13333.0,411,3,1015.74,685,54,338.58
13334.0,82,5,6201.8,3198,307,1240.3600000000001
13336.0,77,1,795.12,559,51,795.12
13337.0,546,1,1575.26,980,87,1575.26
13338.0,158,4,2445.62,1151,113,611.405
13339.0,201,1,860.12,326,54,860.12
13340.0,45,12,22100.56,9636,190,1841.7133333333334
13341.0,261,1,775.85,301,42,775.85
13343.0,178,1,353.43,135,19,353.43
13344.0,68,3,2511.69,952,115,837.23
13345.0,288,1,389.5,141,20,389.5
13346.0,463,6,299.4,180,4,49.9
13347.0,70,1,341.36,205,8,341.36
13348.0,64,1,233.76,136,14,233.76
13349.0,11,1,247.32,225,16,247.32
13350.0,16,2,979.12,287,36,489.56
13351.0,66,1,373.94,117,16,373.94
13352.0,60,1,397.97999999999996,321,24,397.97999999999996
13354.0,71,1,743.53,604,51,743.53
13355.0,122,1,674.7,314,32,674.7
13356.0,80,1,768.24,325,42,768.24
13357.0,257,5,3805.5099999999998,2112,284,761.102
13358.0,269,1,439.03,285,29,439.03
13359.0,64,2,1043.31,381,52,521.655
13360.0,432,4,1553.65,942,58,388.4125
13361.0,472,2,1450.5,324,29,725.25
13362.0,9,7,5394.07,2481,186,770.5814285714285
13363.0,18,3,1723.86,1146,78,574.62
13364.0,71,1,134.95999999999998,71,10,134.95999999999998
13365.0,34,2,2225.37,1247,122,1112.685
13366.0,50,1,56.160000000000004,144,1,56.160000000000004
13367.0,432,1,510.20000000000005,253,20,510.20000000000005
13368.0,257,4,1121.5,606,45,280.375
13369.0,366,1,308.28000000000003,149,14,308.28000000000003
13370.0,372,1,754.87,343,39,754.87
13371.0,505,2,2297.66,1019,75,1148.83
13372.0,90,1,378.64,159,23,378.64
13373.0,61,6,7587.1900000000005,4263,292,1264.5316666666668
13374.0,415,2,422.8,135,17,211.4
13375.0,89,2,1792.23,1124,62,896.115
13376.0,99,3,1019.76,493,45,339.92
13377.0,397,2,1552.88,748,71,776.44
13379.0,26,3,572.56,601,85,190.85333333333332
13380.0,433,1,62.4,48,3,62.4
13381.0,32,12,8224.37,5125,154,685.3641666666667
13382.0,281,5,1387.58,863,74,277.51599999999996
13383.0,544,1,305.28000000000003,288,1,305.28000000000003
13384.0,31,11,6680.83,4142,192,607.3481818181818
13385.0,330,1,534.57,281,35,534.57
13386.0,414,2,835.46,514,24,417.73
13387.0,417,1,186.94,123,71,186.94
13388.0,131,3,1185.65,701,68,395.2166666666667
13389.0,11,3,797.96,429,50,265.9866666666667
13390.0,75,1,544.08,224,13,544.08
13391.0,204,1,59.8,4,1,59.8
13392.0,677,1,91.14,82,8,91.14
13393.0,584,4,1131.45,662,53,282.8625
13394.0,2,19,6621.7,5354,254,348.5105263157895
13395.0,185,3,1180.23,1660,77,393.41
13396.0,29,2,1360.99,600,42,680.495
13397.0,73,10,3191.87,1336,68,319.187
13398.0,192,2,670.34,341,37,335.17
13399.0,464,3,275.4,120,10,91.8
13400.0,583,1,310.83,284,23,310.83
13402.0,127,4,1226.8500000000001,917,55,306.71250000000003
13403.0,18,3,229.5,114,9,76.5
13404.0,1,2,252.49,111,11,126.245
13405.0,74,6,1213.811,855,33,202.30183333333332
13406.0,427,2,568.92,292,7,284.46
13407.0,579,3,2244.7,1690,85,748.2333333333332
13408.0,2,106,50174.782,28675,321,473.347
13410.0,24,9,2201.96,1244,25,244.66222222222223
13411.0,107,1,213.55,72,17,213.55
